chebi_id	children_count	depth[,]
CHEBI:59818	0	7, 8
CHEBI:59819	0	7, 8, 9
CHEBI:41660	0	8, 10
CHEBI:59810	1	8, 9, 10, 11
CHEBI:59811	0	9, 10, 11, 12
CHEBI:59812	0	7
CHEBI:59813	0	8, 9, 10, 11
CHEBI:59814	51	8, 9, 10, 11
CHEBI:59815	0	6, 9
CHEBI:4724	0	8, 9, 10, 11
CHEBI:4725	0	9, 10
CHEBI:4728	2	9, 10, 11, 12
CHEBI:59820	0	7, 8
CHEBI:41670	0	10, 11, 12
CHEBI:222169	0	10, 11, 12, 13, 14
CHEBI:2505	0	9, 10, 11, 12
CHEBI:2504	0	9, 10, 11, 12
CHEBI:2512	0	9, 11, 12, 13, 14, 15
CHEBI:2511	0	6, 8, 9, 11
CHEBI:2513	0	9, 10, 11, 12
CHEBI:2519	0	12, 13
CHEBI:57602	0	6, 8, 9, 10, 11, 12
CHEBI:57601	0	7, 8
CHEBI:57600	0	6, 8, 9, 10, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:57606	0	8, 9, 10, 11
CHEBI:57605	0	7, 8, 9, 10, 11, 12, 13
CHEBI:57604	0	6, 8, 9, 10
CHEBI:57603	0	7, 8
CHEBI:57609	0	7
CHEBI:57608	0	7, 9, 10, 11
CHEBI:57607	0	6, 8, 9, 10
CHEBI:57620	0	16, 6, 8, 9, 10, 13, 14, 15
CHEBI:2524	0	11, 12
CHEBI:2523	0	9, 10
CHEBI:57618	0	6, 8, 9, 10
CHEBI:57619	0	7, 9, 10, 11
CHEBI:57614	0	7, 9, 10, 11
CHEBI:57615	0	6, 8, 9, 10
CHEBI:57616	0	7
CHEBI:57617	0	17, 16, 6, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:57610	0	7
CHEBI:57612	0	5, 8
CHEBI:57613	5	6
CHEBI:57631	0	7, 9, 10, 11
CHEBI:57630	0	7
CHEBI:2537	0	8, 9, 10, 11, 12
CHEBI:2538	0	8, 9, 10, 11, 13, 15
CHEBI:2535	0	8, 9, 10, 11
CHEBI:2536	0	8, 9, 10, 11
CHEBI:2533	0	7, 8, 9, 10
CHEBI:2534	0	8, 9, 10, 11, 12
CHEBI:57629	0	6, 8, 9, 10
CHEBI:57627	0	6, 8, 9, 10
CHEBI:57628	0	8, 9, 11
CHEBI:57626	0	9, 10, 11, 12, 13, 15
CHEBI:57623	0	6, 8, 9, 10
CHEBI:57621	0	8, 9, 11
CHEBI:2549	1	10, 11, 12
CHEBI:57640	0	7, 8, 10
CHEBI:57642	0	6, 8, 9, 10
CHEBI:57641	0	7, 8, 9, 10
CHEBI:2540	0	8, 9, 10, 11, 12, 13, 14
CHEBI:2542	0	9, 10, 11
CHEBI:2543	0	9, 10, 11, 12
CHEBI:2544	0	8, 9, 10, 11, 12
CHEBI:57632	0	7, 9, 10, 11
CHEBI:57633	0	9, 10, 12
CHEBI:57634	0	6, 8, 9, 10
CHEBI:57635	0	7, 9, 10, 11
CHEBI:57637	0	8, 9, 11
CHEBI:57638	0	7, 9, 10, 11
CHEBI:57639	0	7, 8, 10
CHEBI:2559	6	12, 13, 14, 15
CHEBI:57653	0	7, 8, 9, 10, 11
CHEBI:57652	0	5, 6
CHEBI:57651	0	6, 8, 9, 10
CHEBI:57650	0	7, 8, 9, 10, 11
CHEBI:2550	0	9, 10, 12, 13
CHEBI:2555	0	9, 10, 12
CHEBI:57646	0	7, 8, 10, 11, 12, 13, 14, 15
CHEBI:57643	0	8
CHEBI:57644	0	7, 8, 10
CHEBI:57649	0	7, 9, 10, 11
CHEBI:57647	0	7, 8, 9
CHEBI:13392	2	17, 16, 12, 13, 14, 15
CHEBI:59799	1	9, 11
CHEBI:13390	2	17, 16, 12, 13, 14, 15
CHEBI:57658	0	7, 9, 10, 11
CHEBI:57657	0	7, 8
CHEBI:45924	0	10, 11, 12
CHEBI:57656	0	6, 8, 9, 10, 11, 12, 13, 14
CHEBI:57655	0	7, 8, 9, 10, 11
CHEBI:57654	0	6, 8, 9, 10
CHEBI:45928	0	7, 8, 9, 10, 11
CHEBI:45927	0	10, 11, 12, 13
CHEBI:45929	0	8, 9, 10, 11, 12, 13, 14
CHEBI:2567	0	8
CHEBI:2566	0	7, 8
CHEBI:57663	0	8, 9, 11
CHEBI:57664	0	7, 8, 10, 11, 12
CHEBI:57661	0	7, 8, 9, 10, 11
CHEBI:57662	0	7, 8, 9, 10, 11
CHEBI:57660	0	16, 6, 8, 9, 10, 13, 14, 15
CHEBI:2569	0	8, 9, 10
CHEBI:57666	0	6, 8, 9, 10
CHEBI:57665	0	16, 6, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:45910	0	10, 11, 12
CHEBI:57668	0	6, 7
CHEBI:45912	0	11, 12, 13, 14, 15
CHEBI:57667	0	6, 8, 9, 10, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:45914	0	9, 10, 11, 12, 13, 14
CHEBI:13389	8	17, 16, 12, 13, 14, 15
CHEBI:45919	0	9, 10, 11, 12, 13, 14, 15
CHEBI:2571	16	7, 8, 9
CHEBI:57672	0	6, 7
CHEBI:57673	0	6, 8, 9, 10
CHEBI:57674	0	6, 8, 9, 10
CHEBI:57670	3	8, 9, 10, 11
CHEBI:57671	0	6, 7
CHEBI:57679	0	6
CHEBI:57678	0	9, 10, 12
CHEBI:57677	0	6, 8, 9, 10
CHEBI:57676	0	5, 8
CHEBI:45943	0	9, 10, 11, 12, 13, 14, 15
CHEBI:45942	0	10, 11, 12, 13
CHEBI:45941	0	8, 9, 10
CHEBI:2580	81	8, 9, 11
CHEBI:57681	0	7, 8, 10
CHEBI:57682	0	5, 8
CHEBI:57680	0	8, 9, 11
CHEBI:57685	0	6, 8, 9, 10
CHEBI:57683	0	6, 8, 9, 10
CHEBI:57684	0	6, 8, 9, 10
CHEBI:57688	0	6, 9
CHEBI:57689	0	7
CHEBI:45931	0	9, 10, 11, 12, 13
CHEBI:57690	0	7
CHEBI:57691	0	7
CHEBI:57692	0	6, 8, 9, 10
CHEBI:57693	0	6, 8, 9, 10
CHEBI:57694	0	6, 9
CHEBI:57695	0	6, 8, 9, 10
CHEBI:57697	0	6, 7
CHEBI:43787	0	7, 8, 9, 10, 11, 12
CHEBI:43783	0	9, 10, 11, 12, 13, 14, 15
CHEBI:57698	0	8, 9, 11
CHEBI:43785	0	8, 9, 10, 11, 12
CHEBI:43786	0	16, 13, 14, 15
CHEBI:57699	0	6, 7
CHEBI:378068	0	11, 12
CHEBI:46372	0	9, 13, 15
CHEBI:46371	0	9, 10, 11, 12
CHEBI:13346	2	10, 11, 12, 14
CHEBI:43778	0	8, 10, 11, 12, 13, 14
CHEBI:46389	0	9, 10, 11
CHEBI:45906	0	8, 9, 10, 11, 12
CHEBI:45900	0	7, 9, 11
CHEBI:46399	0	17, 16, 8, 9, 10, 11, 14, 15
CHEBI:46398	0	7, 9, 10, 11
CHEBI:43796	0	16, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:43799	0	11, 12
CHEBI:59546	0	17, 16, 8, 9, 10, 11, 12, 14, 15
CHEBI:45853	0	16, 7, 10, 11, 12, 13, 14, 15
CHEBI:59549	3	10, 12, 13, 14, 15
CHEBI:45855	0	9, 10, 11, 12, 13, 14, 15
CHEBI:45856	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:59552	0	12, 14
CHEBI:59554	90	8, 10, 11, 12, 13
CHEBI:46322	0	9, 10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:59553	0	10, 12, 13, 14, 15
CHEBI:46321	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:59556	0	9, 10, 11, 12
CHEBI:59555	0	7, 9, 10, 11
CHEBI:59537	0	8, 9, 10, 12, 13, 14, 15
CHEBI:46302	0	9, 10, 11, 12, 13
CHEBI:45863	0	10, 11
CHEBI:59535	15	7, 8, 9
CHEBI:59536	0	8, 9, 10, 12, 13, 14, 15
CHEBI:46305	0	8, 9, 10, 11, 12
CHEBI:45867	0	8, 9, 10, 11, 12
CHEBI:45868	0	17, 16, 19, 18, 13, 15
CHEBI:59539	0	7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:45869	0	9, 10, 11, 12, 13, 14
CHEBI:59541	0	7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:59540	0	10, 11, 12
CHEBI:45870	0	9, 10, 11, 12, 13, 14, 15
CHEBI:59545	0	17, 16, 6, 8, 9, 10, 11, 12, 14, 15
CHEBI:46312	0	9, 10, 11, 12, 13
CHEBI:59543	0	7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:45872	0	9, 10, 11, 12, 13
CHEBI:46311	0	7, 8, 9, 10, 11, 12
CHEBI:59528	0	17, 12, 13, 14, 15
CHEBI:160129	0	7, 8, 9, 10
CHEBI:59529	0	8, 9
CHEBI:45836	0	9, 10, 11, 12
CHEBI:59524	0	16, 10, 11, 12, 13, 14, 15
CHEBI:45831	0	8, 9, 10, 11
CHEBI:59525	0	8, 9, 10, 11, 12
CHEBI:59526	0	8, 9, 10, 11, 12
CHEBI:59527	0	7, 8, 10
CHEBI:59532	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:59531	0	7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:59534	0	9, 10, 11
CHEBI:59533	0	9, 10, 11
CHEBI:59530	0	17, 16, 11, 12, 13, 14, 15
CHEBI:59519	0	10, 12
CHEBI:59518	0	10, 12
CHEBI:59515	0	7, 9, 10, 12
CHEBI:59516	0	7, 9, 10, 12
CHEBI:45842	0	9, 10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:59513	0	6, 9
CHEBI:59514	0	7, 8, 9, 10, 11
CHEBI:184644	0	6
CHEBI:59523	0	9, 11
CHEBI:59522	0	9, 11
CHEBI:59521	0	6, 8, 9, 11
CHEBI:59520	5	6, 8, 9, 11
CHEBI:36804	0	9, 10, 11
CHEBI:36805	0	9, 10, 11
CHEBI:36802	0	9, 10, 11, 12
CHEBI:36803	0	9, 10, 11, 12
CHEBI:36800	2	10, 12
CHEBI:43638	0	8, 9, 10, 11, 12, 13, 14
CHEBI:43639	0	8, 9, 10, 11, 12, 13
CHEBI:59503	0	11, 13
CHEBI:45898	0	7, 8, 9, 10, 11, 12
CHEBI:59502	0	11, 13
CHEBI:46359	0	16, 7, 10, 11, 12, 13, 14, 15
CHEBI:43636	0	7, 8, 9
CHEBI:59505	0	6, 8, 9, 10
CHEBI:45895	0	8, 9, 10
CHEBI:36808	2	9, 10
CHEBI:36809	26	7, 9
CHEBI:36806	0	10, 11
CHEBI:36807	236	8, 9
CHEBI:43631	0	7, 9, 10, 11, 12, 13
CHEBI:245199	0	6
CHEBI:57298	0	7, 8, 10
CHEBI:57299	0	7, 9, 10, 11, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:57296	0	8, 9, 11
CHEBI:57297	0	7, 8, 10
CHEBI:57294	0	5, 8
CHEBI:59511	0	7, 8
CHEBI:59512	0	8, 9, 11
CHEBI:57295	0	6, 7
CHEBI:57292	0	7, 9, 10, 11
CHEBI:57293	0	6, 8, 9, 10
CHEBI:57290	0	6, 8, 9, 10
CHEBI:57291	0	9, 11, 12, 13
CHEBI:13555	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:36813	0	9
CHEBI:36814	0	9, 11
CHEBI:36815	3	8
CHEBI:36816	30	7
CHEBI:36810	0	8, 9, 10
CHEBI:36812	0	9, 11
CHEBI:46348	0	11, 12, 13
CHEBI:43644	0	9, 10, 11
CHEBI:36817	0	9
CHEBI:43643	0	8, 10, 11, 12, 13, 14
CHEBI:36818	5	8, 9, 10
CHEBI:36819	2	8, 9, 10
CHEBI:57287	0	6, 8, 9, 10
CHEBI:43650	0	7, 8, 9, 10, 11
CHEBI:57288	0	8, 10, 11, 12
CHEBI:57289	0	7, 9, 10
CHEBI:59500	0	10, 11, 12, 13
CHEBI:57283	0	7
CHEBI:59501	0	11, 13
CHEBI:57284	0	5, 8
CHEBI:57285	0	7
CHEBI:57286	0	8, 10, 11, 12
CHEBI:57280	0	7
CHEBI:57281	0	7
CHEBI:36822	0	5
CHEBI:36823	7	2
CHEBI:36820	195	4
CHEBI:36821	0	6, 9, 10, 11, 12
CHEBI:36826	0	3
CHEBI:36827	0	3
CHEBI:43619	0	8, 9, 10
CHEBI:36825	0	3
CHEBI:45879	0	9, 10, 11, 12
CHEBI:36828	9	6
CHEBI:57269	0	6, 8, 9, 10
CHEBI:36829	12	5
CHEBI:46337	0	7, 8, 9, 10, 11, 12, 13, 14
CHEBI:43613	0	7, 8, 9, 10, 11, 12
CHEBI:57274	0	6, 7, 8, 9, 10
CHEBI:46345	0	7, 8, 9
CHEBI:57275	0	7, 9, 10, 11
CHEBI:57272	0	8, 9, 11
CHEBI:46342	0	8, 9, 10
CHEBI:57273	0	7, 9, 10, 11
CHEBI:57278	0	9, 10, 12
CHEBI:57279	0	6, 8, 9, 10
CHEBI:57276	0	8, 10, 11, 12
CHEBI:57277	0	7, 8, 10
CHEBI:13534	12	7, 9
CHEBI:57270	0	8, 9, 10, 11
CHEBI:36830	34	4
CHEBI:57271	0	8, 10, 11, 12
CHEBI:36831	2	8, 9
CHEBI:36832	2	8, 9
CHEBI:36833	0	6, 7
CHEBI:36834	209	8, 9, 10
CHEBI:43626	0	8, 9, 10, 11, 12
CHEBI:36835	58	9, 10, 11
CHEBI:36836	123	9, 10, 11
CHEBI:36837	0	7
CHEBI:36838	87	8, 9, 10
CHEBI:36839	0	6
CHEBI:57259	0	6, 8, 9, 10
CHEBI:45888	0	6
CHEBI:43620	0	11, 13
CHEBI:57258	0	17, 16, 6, 8, 9, 10, 11, 12, 14, 15
CHEBI:45885	0	7, 8, 9, 10, 11, 12, 13, 15
CHEBI:46324	0	10, 11, 12, 13
CHEBI:45887	0	6
CHEBI:43623	1	7, 9, 10, 11, 12, 13, 14
CHEBI:46326	0	9, 10, 11, 12, 13, 14
CHEBI:43622	0	7, 9, 10, 11, 12
CHEBI:46331	0	9, 13, 15
CHEBI:57261	0	7
CHEBI:45892	0	7, 8, 9
CHEBI:57262	2	7, 9, 10, 11
CHEBI:57263	0	7, 8, 10
CHEBI:57264	0	7
CHEBI:57265	0	6, 8, 9, 10
CHEBI:57266	0	5, 8
CHEBI:57267	0	6, 8, 9, 10
CHEBI:57268	0	6, 8, 9, 10
CHEBI:45890	0	8, 9, 10, 11
CHEBI:36841	49	8, 9, 10
CHEBI:57260	1	8, 10, 11, 12
CHEBI:36840	15	8, 9, 10
CHEBI:36850	5	9, 10, 11
CHEBI:36851	7	9, 10, 11
CHEBI:36852	24	8, 9, 10
CHEBI:36847	5	9, 10, 11
CHEBI:36846	32	9, 10, 11
CHEBI:36849	14	8, 9, 10
CHEBI:36848	13	8, 9, 10
CHEBI:36843	58	9, 10, 11
CHEBI:36842	2	8, 9, 10
CHEBI:36845	39	8, 9, 10
CHEBI:36844	61	8, 9, 10
CHEBI:36862	23	9, 10, 11
CHEBI:36863	23	8, 9, 10
CHEBI:36860	37	8, 9, 10
CHEBI:36861	12	9, 10, 11
CHEBI:51098	0	9, 10, 11
CHEBI:51099	1	9, 10
CHEBI:2825	0	8, 9, 10, 11, 12
CHEBI:41308	0	10, 12
CHEBI:41304	0	17, 16, 19, 18, 21, 20, 12, 13, 14, 15
CHEBI:36859	11	9, 10, 11
CHEBI:36858	5	9, 10, 11
CHEBI:36857	20	8, 9, 10
CHEBI:36856	0	6
CHEBI:36855	1	8, 9, 10
CHEBI:36854	24	8, 9, 10
CHEBI:36853	24	8, 9, 10
CHEBI:36870	0	7
CHEBI:36871	114	3
CHEBI:36872	83	3
CHEBI:36873	55	4
CHEBI:36874	43	4
CHEBI:51089	0	6
CHEBI:51088	0	6
CHEBI:51097	0	5
CHEBI:2807	0	13, 15
CHEBI:51095	0	6
CHEBI:51094	0	3
CHEBI:51093	0	5
CHEBI:51091	0	6
CHEBI:51090	0	6
CHEBI:36865	32	8, 9, 10
CHEBI:36864	4	8, 9, 10
CHEBI:36867	3	6
CHEBI:36866	8	8, 9, 10
CHEBI:36869	0	6, 8
CHEBI:36868	2	5, 7
CHEBI:36880	24	4, 7
CHEBI:36881	11	5, 8
CHEBI:36884	8	8, 9, 10, 12
CHEBI:36885	78	8, 9, 10, 12
CHEBI:36882	0	16, 14
CHEBI:36883	17	8, 9, 10, 12
CHEBI:51077	0	10, 11, 13
CHEBI:51078	0	10, 11, 13
CHEBI:51079	0	9, 10
CHEBI:51084	9	8
CHEBI:51083	0	9, 10
CHEBI:51085	3	8
CHEBI:51080	15	7, 8
CHEBI:51082	14	7
CHEBI:51081	31	6
CHEBI:36878	74	4
CHEBI:36877	11	5, 8
CHEBI:36876	42	5
CHEBI:36875	102	3
CHEBI:36879	30	5
CHEBI:51067	9	7, 9
CHEBI:51066	0	8, 9, 10, 11
CHEBI:51069	390	6
CHEBI:36894	8	4
CHEBI:36893	8	4
CHEBI:36896	3	5
CHEBI:36895	3	5
CHEBI:36890	3	5
CHEBI:36892	8	4
CHEBI:36891	3	5
CHEBI:41335	0	9, 10, 11, 12, 13, 14
CHEBI:41336	0	17, 16, 11, 12, 13, 14, 15
CHEBI:36886	2	8, 9, 10, 12
CHEBI:36887	1	8, 9, 10, 12
CHEBI:36888	1	8, 9, 10, 12
CHEBI:36889	3	5
CHEBI:41332	0	8, 9, 10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 20
CHEBI:51070	0	8, 9, 10, 11
CHEBI:51071	2	9, 11
CHEBI:51074	0	9, 11
CHEBI:51075	3	9, 10, 12
CHEBI:51072	0	10, 12
CHEBI:51073	0	10, 12
CHEBI:51055	0	9, 10, 11, 12
CHEBI:51054	0	6, 9, 10, 11, 12, 13, 14, 15
CHEBI:51057	0	7, 8, 10
CHEBI:51056	1	8, 9, 10, 11
CHEBI:51059	0	10, 11, 12, 13, 14
CHEBI:51058	0	10, 11, 12, 13, 14
CHEBI:41351	0	11, 12, 13, 14
CHEBI:36899	0	6
CHEBI:36897	3	5
CHEBI:41342	0	8, 9, 10, 11, 12, 13
CHEBI:36898	0	6
CHEBI:41341	0	10, 11, 12
CHEBI:51062	0	11, 12
CHEBI:51063	1	7, 10, 11
CHEBI:51064	0	8, 11, 12
CHEBI:51049	2	11, 12, 13, 14
CHEBI:51048	0	12, 13, 14, 15
CHEBI:51047	0	12, 13, 14, 15
CHEBI:51046	0	11, 12, 13, 14
CHEBI:51045	0	9, 10
CHEBI:51044	0	7
CHEBI:51043	0	7, 8, 9, 10, 11, 12
CHEBI:41313	0	7, 8, 9, 10, 11, 12
CHEBI:41317	0	8, 9, 10, 11, 12
CHEBI:51052	0	9, 11
CHEBI:51053	0	6, 9, 10, 11, 12, 13, 14, 15
CHEBI:51050	0	6, 7
CHEBI:51051	0	9, 10, 11
CHEBI:51037	0	9, 10
CHEBI:51036	0	9, 10, 11
CHEBI:51038	0	9, 10, 11, 12
CHEBI:51033	0	8, 9, 10, 11, 12, 13
CHEBI:51032	2	8, 9, 10
CHEBI:51035	0	9, 10, 11
CHEBI:41321	0	9, 10, 11
CHEBI:41320	0	9
CHEBI:41325	0	8, 9, 10, 11, 12
CHEBI:41323	0	9, 10, 11
CHEBI:51040	0	9, 10
CHEBI:51041	0	8, 9, 10, 11
CHEBI:51042	0	7
CHEBI:51020	0	9, 10, 11, 12, 13
CHEBI:41385	0	7, 8, 9, 10, 11
CHEBI:41388	0	8, 9, 10, 11, 12
CHEBI:296881	0	9, 10, 11, 12, 13
CHEBI:51018	1	6, 8
CHEBI:51019	2	9, 10, 12
CHEBI:51016	0	7, 10, 11
CHEBI:51017	0	7, 10, 11
CHEBI:51014	0	11, 12, 13, 14
CHEBI:51015	0	9, 10, 12
CHEBI:51012	0	9, 10, 11
CHEBI:51013	2	16, 11, 12, 13, 14
CHEBI:51010	2	8, 9, 10
CHEBI:51011	0	9, 10, 11
CHEBI:51031	4	6
CHEBI:51030	0	7
CHEBI:41374	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:41378	0	8, 9
CHEBI:51029	0	7, 8, 10
CHEBI:41383	0	9, 10, 11, 12, 13
CHEBI:51025	0	6, 9, 10
CHEBI:51026	191	4
CHEBI:51027	0	5
CHEBI:51028	1	8, 9, 10, 11, 12
CHEBI:51021	0	9, 10, 11, 13
CHEBI:51022	0	16, 8, 9, 10, 12, 13, 14, 15
CHEBI:51023	0	16, 8, 9, 10, 12, 13, 14, 15
CHEBI:51024	0	8, 9, 10, 11
CHEBI:41363	0	7, 8, 9, 10, 11, 12
CHEBI:41358	0	8, 9, 10, 11, 12
CHEBI:41354	0	8, 9, 10, 11, 12, 13, 14
CHEBI:51007	6	7, 8, 9
CHEBI:2896	0	8, 9, 10
CHEBI:51008	0	9, 10, 11
CHEBI:41360	0	9, 10, 11, 12, 13
CHEBI:51000	0	6, 8
CHEBI:51001	5	4, 6
CHEBI:51002	9	5, 7
CHEBI:51003	1	5, 7
CHEBI:51004	2	4, 6
CHEBI:51005	10	5, 7
CHEBI:51006	87	11, 13
CHEBI:2866	0	10, 11
CHEBI:2869	0	10, 11, 12, 13
CHEBI:2877	0	11, 12
CHEBI:2873	0	6
CHEBI:2848	0	10, 11, 12, 13, 14
CHEBI:2853	0	10, 11, 12, 13, 14
CHEBI:46271	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:57363	0	8, 10, 11, 12
CHEBI:46279	0	8, 9, 10, 11, 12
CHEBI:57362	0	7, 9, 10, 11
CHEBI:57361	0	8, 10, 11, 12
CHEBI:43690	0	8, 9, 10, 11, 12, 13, 15
CHEBI:57360	0	7, 9, 10, 11
CHEBI:46276	0	9, 10, 11, 12, 13, 14
CHEBI:57367	0	8, 10, 11, 12
CHEBI:46274	0	9, 10, 12
CHEBI:57366	0	7, 9, 10, 11
CHEBI:43691	0	8, 10, 11, 12, 13
CHEBI:57365	0	7, 9, 10, 11
CHEBI:57364	0	7, 9, 10, 11
CHEBI:46272	0	6, 7, 8, 10
CHEBI:43693	0	8, 9, 10, 11, 12, 13
CHEBI:57359	0	7, 9, 10, 11
CHEBI:43685	0	8, 9, 10, 11, 12
CHEBI:57357	0	8, 10, 11, 12
CHEBI:57358	0	7, 9, 10, 11
CHEBI:13497	1	17, 16, 19, 18, 10, 12, 13, 15
CHEBI:46280	0	9, 10, 11, 12, 13
CHEBI:57370	0	8, 10, 11, 12
CHEBI:57372	0	8, 10, 11, 12
CHEBI:57371	0	8, 10, 11, 12
CHEBI:57374	0	8, 10, 11, 12
CHEBI:57373	0	8, 10, 11, 12
CHEBI:57376	0	8, 10, 11, 12
CHEBI:57375	0	8, 10, 11, 12
CHEBI:57378	0	7, 9, 10, 11
CHEBI:57377	0	8, 10, 11, 12
CHEBI:57368	0	8, 10, 11, 12
CHEBI:57369	0	8, 10, 11, 12
CHEBI:43679	0	8, 9, 10, 11
CHEBI:43677	0	7, 8, 9, 10, 11, 12
CHEBI:43678	0	8, 10
CHEBI:13488	1	17, 16, 18, 12, 14, 15
CHEBI:59480	0	8, 9, 10, 11, 12
CHEBI:59482	0	11, 13
CHEBI:59481	0	10, 12
CHEBI:59484	0	10, 12
CHEBI:43670	0	9, 10, 11, 12
CHEBI:57345	0	8, 10, 11, 12
CHEBI:59483	0	10, 11, 12, 13
CHEBI:57344	0	8, 10, 11, 12
CHEBI:46252	0	10, 11, 12
CHEBI:59486	0	10, 12
CHEBI:57343	0	7, 9, 10, 11
CHEBI:59485	0	10, 12
CHEBI:43671	0	7, 8, 9, 10, 11, 12
CHEBI:57342	0	8, 10, 11, 12
CHEBI:59488	0	10, 12
CHEBI:46257	0	8, 9, 10, 11, 12
CHEBI:57341	0	7, 9, 10, 11
CHEBI:59487	0	11, 13
CHEBI:46256	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:57340	0	8, 10, 11, 12
CHEBI:59489	0	11, 12, 13, 14
CHEBI:43666	0	7, 8, 9, 10, 11, 12, 14
CHEBI:57339	0	7, 9, 10, 11
CHEBI:43669	0	9, 10, 11, 12, 13
CHEBI:57337	0	9, 11, 12, 13
CHEBI:43663	0	10, 12
CHEBI:57338	0	8, 10, 11, 12
CHEBI:57335	0	8, 10, 11, 12
CHEBI:57336	0	8, 10, 11, 12
CHEBI:59493	0	10, 12
CHEBI:59492	0	11, 13
CHEBI:59491	0	11, 12, 13, 14
CHEBI:59490	4	10, 11, 12, 13
CHEBI:59497	0	13, 15
CHEBI:57354	0	8, 10, 11, 12
CHEBI:43661	0	9, 10, 11, 12
CHEBI:59496	0	5
CHEBI:57353	0	7, 9, 10, 11
CHEBI:57356	0	8, 10, 11, 12
CHEBI:59495	0	6
CHEBI:59494	0	10, 12
CHEBI:57355	0	8, 10, 11, 12
CHEBI:46263	0	8, 9, 10, 11, 12, 13, 14
CHEBI:57350	0	7, 9, 10, 11
CHEBI:57352	0	7, 9, 10, 11
CHEBI:59498	0	11, 13
CHEBI:57351	0	9, 11, 12, 13
CHEBI:57346	0	7, 9, 10, 11
CHEBI:57347	1	8, 10, 11, 12
CHEBI:57348	0	7, 9, 10, 11
CHEBI:57349	0	8, 10, 11, 12
CHEBI:43659	0	9, 10, 11
CHEBI:59465	0	9, 11
CHEBI:59466	4	16, 10, 11, 12, 13, 14, 15
CHEBI:59467	0	8, 9, 10, 11, 12, 13, 14
CHEBI:59468	0	8, 9, 10, 11, 12, 13, 14
CHEBI:57322	0	8, 10, 11, 12
CHEBI:59462	0	8, 9, 10
CHEBI:57323	0	8, 10, 11, 12
CHEBI:59463	0	10, 12
CHEBI:57320	0	7, 9, 10, 11
CHEBI:59464	0	10, 11, 12, 13
CHEBI:57321	0	7, 9, 10, 11
CHEBI:45829	0	17, 16, 18, 11, 12, 13, 14, 15
CHEBI:45826	0	16, 11, 12, 13, 14, 15
CHEBI:57316	0	8, 10, 11, 12
CHEBI:45825	0	7, 8
CHEBI:57315	0	8, 10, 11, 12
CHEBI:57314	0	8, 10, 11, 12
CHEBI:45823	0	8, 9, 10, 11
CHEBI:57313	0	8, 10, 11, 12
CHEBI:45822	0	5, 7, 9
CHEBI:59458	0	6, 8, 9
CHEBI:57319	0	8, 10, 11, 12
CHEBI:57318	0	8, 10, 11, 12
CHEBI:57317	0	7, 8, 9, 10, 11
CHEBI:59478	0	11, 12, 13, 14, 15
CHEBI:59479	0	8, 9, 10, 11, 12
CHEBI:287979	0	10, 11, 12, 13, 14
CHEBI:59476	0	10, 12, 13, 14, 15
CHEBI:59477	0	7, 8, 9, 10, 12
CHEBI:57330	0	8, 10, 11, 12
CHEBI:59474	0	10, 12
CHEBI:57331	0	8, 10, 11, 12
CHEBI:59475	4	9, 11
CHEBI:57332	0	8, 10, 11, 12
CHEBI:57333	0	8, 10, 11, 12
CHEBI:59472	0	8, 10, 11, 12, 13, 14
CHEBI:59473	0	9, 11
CHEBI:57334	0	9, 11, 12, 13
CHEBI:59470	0	9, 11
CHEBI:59471	0	11, 13
CHEBI:57325	0	8, 10, 11, 12
CHEBI:57324	0	8, 10, 11, 12
CHEBI:57327	0	7, 9, 10, 11
CHEBI:57326	0	7, 9, 10, 11
CHEBI:57329	0	8, 10, 11, 12
CHEBI:57328	0	6, 8, 9, 10
CHEBI:59469	0	10, 12
CHEBI:57300	0	7
CHEBI:59440	2	11, 13
CHEBI:57301	0	7
CHEBI:59441	0	12, 14
CHEBI:59442	0	12, 14
CHEBI:46295	0	8, 9, 10, 11, 12, 13, 15
CHEBI:59443	0	11, 13
CHEBI:59444	0	9, 11
CHEBI:59445	2	7, 8, 9
CHEBI:59446	0	11, 12, 13
CHEBI:45807	0	8, 9, 10, 11
